collected_funds,campaign_quality,goal,images,video,comments_count,updates_count,creators,business_venture,social,pitch_size,filler_words,duration,reach30in2,posemo,negemo,time
555,6,1500,8,1,2,0,2,0,1,509,0,3.46573590279973,TRUE,4.32,0.39,1234
9001,6,8000,12,0,80,10,6,0,0,495,0,3.29583686600433,FALSE,4.24,0,1039
3507,2,8500,0,0,20,1,2,0,0,175,0,3.40119738166216,FALSE,5.71,0.57,722
4240,9,15000,9,1,44,3,2,1,0,90,0,3.2188758248682,FALSE,2.22,0,1091
1070,0,1000,0,0,12,0,1,0,1,131,0,3.36729582998647,FALSE,4.58,0.76,1189
3242,8,2650,2,1,15,0,2,1,0,431,0,3.8286413964891,FALSE,7.66,0.23,1190
1390,9,10000,8,1,12,11,2,1,0,797,0,4.17438726989564,FALSE,2.89,0.13,694
2920,9,5000,4,1,7,0,1,1,0,6,0,2.484906649788,FALSE,0,0,1350
660,8,7000,2,1,3,0,3,1,0,514,0,3.61091791264422,FALSE,5.06,1.17,1298
1806,4,8000,5,0,13,0,1,1,0,1227,0,3.76120011569356,FALSE,4.32,3.75,1244
550,6,2220,0,1,0,0,1,1,0,310,0,3.55534806148941,FALSE,5.48,0.32,1368
5050,5,4000,0,1,6,0,1,1,0,745,0,4.24849524204936,FALSE,3.49,0.94,1084
1550,6,1500,0,1,3,0,1,1,0,291,0,3.43398720448515,FALSE,3.09,1.37,804
770,3,2500,0,0,7,0,1,1,0,167,0,3.43398720448515,FALSE,2.99,1.2,882
9640,7,9000,1,1,30,1,4,1,0,413,0,4.0943445622221,TRUE,5.33,0.48,964
2375,6,4000,0,1,9,6,2,1,0,320,0,3.85014760171006,FALSE,5.31,1.25,773
5360,2,5000,0,0,64,7,1,0,1,434,0,4.07753744390572,FALSE,4.61,0.69,942
1620,8,10000,2,1,4,0,1,1,0,246,0,3.98898404656427,FALSE,3.66,0.81,1344
3425,2,10000,0,0,1,0,1,0,1,572,0,3.76120011569356,FALSE,5.77,0.35,1339
3580,4,3000,1,0,6,4,1,1,0,211,0,4.00733318523247,FALSE,5.69,0,1329
12185,5,15000,2,0,27,7,1,1,0,252,0,3.13549421592915,FALSE,5.95,0,1162
3025,6,3000,0,1,15,0,4,1,0,986,0,3.80666248977032,TRUE,5.98,0.91,821
1710,7,7500,1,1,5,1,1,1,0,900,0,4.14313472639153,FALSE,3.11,1.11,617
3608,8,3300,2,1,22,4,1,1,0,446,0,3.46573590279973,FALSE,5.38,0.22,1018
1600,9,7500,3,1,7,2,2,0,1,541,0,3.29583686600433,FALSE,4.44,0,993
3100,6,3000,3,0,12,4,1,1,0,496,0,3.49650756146648,FALSE,6.25,1.41,1328
10007,9,10000,35,1,34,0,2,0,1,850,0,3.95124371858143,FALSE,4.12,0.12,1096
1115,7,3500,1,1,36,0,1,0,1,509,0,3.40119738166216,TRUE,2.95,2.75,1068
1320,4,1800,1,0,5,1,1,0,1,464,0,4.0943445622221,FALSE,5.6,0.22,809
1018,9,10000,13,1,14,15,3,0,1,695,0,4.18965474202643,FALSE,3.17,1.44,971
2270,6,5000,0,1,18,3,1,1,0,638,0,4.30406509320417,FALSE,4.7,1.1,699
796,4,2000,5,0,3,5,1,1,0,302,0,4.78749174278205,FALSE,1.66,0.99,1236
1001,6,1600,2,1,14,1,1,0,1,466,0,2.77258872223978,FALSE,3,0.43,1079
7025,9,10000,5,1,21,4,7,0,1,635,0,3.09104245335832,FALSE,5.2,1.57,1048
730,3,2180,0,0,2,0,2,1,0,1157,0,3.63758615972639,FALSE,1.12,0.26,1366
840,5,2800,6,0,5,3,1,0,1,263,0,3.49650756146648,FALSE,3.42,0.38,1264
820,6,3500,0,1,8,2,1,1,0,321,0,4.27666611901606,FALSE,3.43,0.62,979
1340,9,5000,15,1,19,5,4,1,0,969,0,3.91202300542815,FALSE,2.89,0.31,1123
1240,9,20000,9,1,0,4,1,1,0,569,0,3.91202300542815,FALSE,4.92,0.53,1356
4085,3,10000,0,0,25,0,3,1,0,566,0,4.06044301054642,FALSE,3.71,1.06,755
2820,6,3500,0,1,14,1,1,0,0,201,0,3.40119738166216,FALSE,9.45,0,1258
720,3,8000,0,0,2,3,1,1,0,642,0,4.23410650459726,FALSE,5.14,0.31,674
1570,3,20000,0,0,13,0,2,0,0,600,0,2.70805020110221,FALSE,2.67,0.5,1103
7000,9,20000,6,1,42,15,1,1,0,1091,0,3.95124371858143,FALSE,3.21,0.46,1312
1000,6,5000,0,1,5,1,1,1,0,219,0,4.14313472639153,FALSE,4.57,0,1292
625,8,5000,12,1,14,14,1,0,1,297,0,3.71357206670431,FALSE,4.71,0.67,1115
2435,9,5000,4,1,4,4,2,1,0,1019,0,3.8286413964891,FALSE,4.42,0.88,1072
1848,9,5000,18,1,59,2,1,1,0,552,0,3.97029191355212,FALSE,4.17,0.18,690
2871,6,1400,4,0,40,7,2,1,0,634,0.16,3.40119738166216,FALSE,4.1,0.95,1041
1210,9,8000,20,1,7,0,7,1,0,1247,0,3.8286413964891,FALSE,3.61,0.8,1239
1816,0,3000,0,0,10,0,1,0,1,274,0,3.73766961828337,FALSE,2.19,0.73,1117
1555,3,2500,0,0,19,0,1,1,0,813,0,3.2188758248682,FALSE,4.67,0.86,1225
1150,6,15000,0,1,19,1,1,0,1,490,0,3.61091791264422,FALSE,2.04,2.45,1002
1775,2,7000,0,0,13,0,5,1,0,560,0,4.61512051684126,FALSE,5.89,0.18,1005
1420,1,1800,1,0,9,0,1,0,1,551,0,3.40119738166216,FALSE,3.27,1.81,1110
2160,9,2000,4,1,14,4,1,1,0,631,0,3.43398720448515,FALSE,4.28,1.74,1096
1050,6,5000,19,0,13,62,1,0,0,1296,0,4.55387689160054,FALSE,3.63,0.54,844
10620,9,20000,9,1,43,26,2,1,0,944,0,4.46590811865458,FALSE,6.57,0,1223
21532,9,20000,8,1,55,3,1,0,1,845,0,3.43398720448515,FALSE,2.49,1.3,1241
600,7,7500,1,1,4,6,5,1,0,522,0,4.07753744390572,FALSE,4.41,1.72,698
840,9,3000,4,1,8,0,1,1,0,432,0,3.40119738166216,FALSE,6.02,0.46,1231
4080,6,2000,0,1,14,4,4,0,1,1368,0,3.40119738166216,TRUE,5.77,0.15,536
1825,9,1750,3,1,6,13,2,1,0,457,0,2.99573227355399,TRUE,4.38,0.66,1234
1525,3,7700,0,1,5,0,1,0,1,337,0,3.36729582998647,FALSE,6.53,0.59,1312
525,8,11500,2,1,14,5,2,1,0,427,0,4.78749174278205,FALSE,4.92,0.23,864
4055,4,9500,1,1,5,1,1,0,1,645,0,4.78749174278205,FALSE,4.34,0.93,1252
1200,3,4000,0,1,14,1,1,0,1,675,0,3.40119738166216,FALSE,2.67,1.63,1106
1125,8,2000,2,1,15,0,1,1,0,520,0,3.40119738166216,FALSE,5,0.77,1009
1297,3,3500,0,0,18,0,8,1,0,1070,0,4.61512051684126,TRUE,3.18,1.4,1059
2000,6,2000,0,1,2,0,3,1,0,423,0,2.89037175789616,FALSE,4.02,1.18,1323
2010,9,5500,11,1,16,2,3,0,1,407,0,3.55534806148941,FALSE,3.93,0.49,1065
1170,6,6000,0,1,3,0,1,1,0,244,0,3.29583686600433,FALSE,5.74,3.69,1325
550,4,4000,1,0,4,4,1,1,0,372,0,3.43398720448515,FALSE,3.23,0.27,687
570,9,5000,18,1,24,6,1,1,0,981,0,4.78749174278205,FALSE,3.36,0.31,804
2550,6,2500,15,0,25,1,5,1,0,574,0,3.04452243772342,TRUE,2.44,0.35,958
565,4,2000,2,0,1,4,1,0,1,217,0,4.69134788222914,FALSE,5.53,0,1170
1940,4,2500,1,0,9,0,2,1,0,632,0,3.76120011569356,TRUE,2.53,1.27,1212
1380,2,1500,0,0,23,2,1,1,0,587,0,4.78749174278205,FALSE,6.3,1.19,722
525,6,4000,4,0,7,4,3,0,1,777,0,4.00733318523247,FALSE,2.19,1.8,918
2180,3,9500,0,0,14,0,1,1,0,299,0,3.58351893845611,FALSE,6.02,0,1181
2409,6,2000,9,1,21,4,2,1,0,266,0,4.0943445622221,FALSE,3.38,0,1355
1610,6,5000,0,1,0,0,7,1,0,426,0,4.35670882668959,FALSE,3.29,0.23,1260
715,6,5000,0,1,19,3,1,1,0,1898,0,3.43398720448515,FALSE,2.58,0.21,1194
2900,3,2645,1,0,17,3,1,0,1,400,0,3.55534806148941,FALSE,3.75,0.5,1124
1415,6,2500,0,1,5,0,1,0,1,810,0,3.2188758248682,FALSE,2.47,0.62,979
1735,7,5000,1,1,6,2,1,0,1,955,0,3.76120011569356,FALSE,5.45,0.84,1235
1050,4,2500,7,0,9,14,1,0,1,382,0,4.43081679884331,FALSE,2.62,1.05,916
4561,9,15000,11,1,21,1,6,1,0,681,0,3.58351893845611,FALSE,4.55,0.59,1168
2485,6,8500,4,0,20,2,3,1,0,257,0,3.40119738166216,FALSE,4.67,1.17,1043
1825,7,1300,1,1,13,0,1,1,0,564,0,3.40119738166216,FALSE,3.37,0.35,1312
4630,9,4000,10,1,36,8,1,0,0,609,0,4.59511985013459,TRUE,3.61,0.49,887
684,6,2000,9,0,17,10,2,0,1,814,0,2.19722457733622,TRUE,2.83,0.98,923
700,6,2500,0,1,5,0,1,0,1,297,0,2.70805020110221,FALSE,3.37,0.67,1090
1099,9,3275,3,1,18,5,1,1,0,686,0.15,2.89037175789616,FALSE,3.35,0.73,1141
735,3,2000,0,0,13,2,4,1,0,896,0,3.68887945411394,FALSE,4.46,0.33,729
790,3,5000,100,0,35,115,2,0,1,596,0,4.0943445622221,FALSE,5.54,0.67,608
5000,4,5000,1,1,19,0,2,0,1,251,0,3.80666248977032,FALSE,3.59,0,1096
2795,6,6000,0,1,31,0,3,1,0,280,0,3.71357206670431,FALSE,3.57,0,677
2000,7,5000,1,1,0,0,1,1,0,659,0,3.93182563272433,TRUE,3.49,0.61,1317
12175,7,12000,1,1,37,3,1,1,0,717,0,4.51085950651685,FALSE,7.81,1.95,893
9450,6,8500,0,1,7,3,3,1,0,692,0,3.46573590279973,FALSE,3.76,0.72,1306
735,3,5500,4,0,2,2,4,0,1,350,0,3.80666248977032,FALSE,1.14,0.86,1099
1001,1,1001,0,0,8,5,1,1,0,180,0,3.55534806148941,FALSE,2.78,0.56,1075
1409,6,10000,0,1,24,1,3,0,0,356,0,4.07753744390572,FALSE,2.53,0.56,952
1400,6,20000,35,0,5,39,5,1,0,900,0,4.78749174278205,FALSE,2.11,2.33,408
2608,9,2500,4,1,11,8,2,1,0,332,0.3,3.40119738166216,TRUE,6.33,1.2,1330
1156,3,1000,0,0,7,3,1,1,0,404,0,4.07753744390572,FALSE,4.46,1.49,951
1165,6,5000,5,0,21,9,1,1,0,746,0,4.0943445622221,FALSE,4.02,0.13,986
2765,8,9500,2,1,23,0,3,1,0,343,0,3.09104245335832,FALSE,5.54,2.04,1170
1240,9,5000,19,1,18,48,3,0,0,291,0,4.0943445622221,FALSE,4.47,0,911
1265,9,2500,6,1,14,0,1,1,0,616,0,3.46573590279973,FALSE,4.87,1.79,1257
1350,0,5000,0,0,17,0,3,0,0,83,0,4.0943445622221,FALSE,4.82,2.41,952
4930,6,1500,3,0,105,7,2,0,1,241,0,2.83321334405622,TRUE,2.9,1.66,1096
2370,8,5000,2,1,11,2,4,1,0,991,0,3.40119738166216,FALSE,3.63,1.41,1117
3100,8,5000,5,1,34,3,2,0,0,591,0,3.40119738166216,FALSE,4.23,0.85,1095
1077,8,2000,2,1,15,0,2,1,0,448,0,2.89037175789616,FALSE,3.35,0.89,1169
1495,4,4000,1,0,7,0,1,1,0,1137,0,3.73766961828337,FALSE,5.19,0,1053
500,3,10000,0,0,11,0,1,0,0,233,0,4.0943445622221,FALSE,4.72,0,969
530,8,1500,2,1,6,2,2,1,0,415,0,3.52636052461616,FALSE,5.3,0.24,1206
2405,6,2000,5,0,16,5,1,1,0,334,0,3.52636052461616,FALSE,4.19,0,1143
8790,8,10000,2,1,46,2,3,1,0,546,0,4.18965474202643,FALSE,4.76,0.55,1118
545,3,2500,0,0,10,4,1,0,0,480,0,4.0943445622221,FALSE,4.17,0.62,1006
820,3,2000,3,0,1,0,1,0,0,284,0,4.63472898822964,FALSE,5.63,0,260
560,7,2000,1,1,4,0,1,1,0,243,0,2.77258872223978,FALSE,7.41,0.41,1140
585,3,5000,21,0,7,24,1,0,1,406,0,4.0943445622221,FALSE,2.71,1.48,948
1600,3,2500,0,0,2,0,1,1,0,301,0,4.0943445622221,FALSE,5.32,1.66,941
694,6,1850,4,0,5,2,4,1,0,256,0,3.40119738166216,FALSE,3.12,1.17,1358
6525,6,3900,17,0,119,23,1,1,0,1688,0,3.8286413964891,FALSE,2.84,0.53,927
600,6,7000,0,1,0,0,2,0,1,632,0,3.68887945411394,FALSE,2.85,0,1315
24275,0,4000,0,0,62,4,2,0,1,628,0,3.09104245335832,TRUE,3.34,1.11,1109
646,3,2500,0,1,9,0,1,1,0,185,0,2.63905732961526,FALSE,7.03,0.54,838
12523,9,12000,16,1,38,5,5,1,0,538,0,4.04305126783455,FALSE,5.95,0,522
3510,6,3000,21,0,63,82,6,1,0,1262,0,4.0943445622221,FALSE,4.83,0.55,986
670,9,15000,5,1,9,2,4,1,0,344,0,3.49650756146648,FALSE,7.56,1.45,1259
1290,4,4000,1,0,3,0,1,1,0,192,0,4.07753744390572,FALSE,3.65,0,1246
3205,8,3000,2,1,37,2,5,1,0,287,0,3.97029191355212,FALSE,3.48,2.44,752
2151,4,2500,1,1,2,2,4,0,1,518,0,3.2188758248682,FALSE,2.32,1.74,1363
1280,8,1200,2,1,20,2,1,0,1,489,0,3.04452243772342,TRUE,2.66,1.84,993
2205,7,5000,1,1,9,0,3,1,0,1627,0,3.40119738166216,TRUE,5.35,1.04,1282
1136,7,2000,1,1,15,1,1,1,0,527,0,4.0943445622221,FALSE,7.97,0.19,879
655,4,1500,1,0,10,10,1,1,0,338,0,4.0943445622221,FALSE,2.96,0.89,938
1275,3,1000,8,0,8,3,3,0,1,361,0,3.89182029811063,FALSE,8.03,0.55,1198
1710,7,10500,1,1,8,3,2,1,0,506,0,4.0943445622221,FALSE,4.35,0,1344
1310,9,3000,3,1,10,0,1,1,0,509,0,4.07753744390572,TRUE,5.11,0,986
580,0,2150,0,0,4,0,1,0,1,293,0,2.77258872223978,FALSE,3.07,0.68,1147
8546,3,20000,0,0,19,2,1,1,0,651,0,4.78749174278205,FALSE,3.84,0.31,816
540,6,3000,0,1,8,1,5,1,0,272,0,3.3322045101752,FALSE,3.31,0.74,832
1685,7,1500,1,1,11,2,1,1,0,122,0,2.83321334405622,TRUE,7.38,0.82,1055
7937,9,7000,19,1,114,43,15,1,0,751,0,4.0943445622221,FALSE,7.99,0,740
2925,7,10000,1,1,22,0,2,1,0,410,0,3.80666248977032,FALSE,7.32,0.73,1189
1581,9,10000,37,1,3,4,5,1,0,1181,0,3.71357206670431,FALSE,3.3,0.51,1357
1697,9,10000,14,1,12,14,2,0,1,442,0,3.2188758248682,FALSE,3.17,0.23,1086
1139,9,2200,9,1,7,6,2,0,1,336,0,3.80666248977032,FALSE,2.68,0,1040
970,2,3000,0,0,6,0,1,0,1,2151,0,3.40119738166216,TRUE,2.09,1.21,1086
750,1,3500,0,0,2,0,2,1,0,521,0,4.47733681447821,FALSE,3.45,0.38,1182
720,9,7500,5,1,3,0,1,0,0,1249,0,3.93182563272433,FALSE,2.96,1.2,1291
4700,9,10000,6,1,46,4,2,0,1,537,0,4.20469261939097,FALSE,1.68,0.93,1086
6570,6,5000,0,1,13,1,2,0,1,982,0,4.78749174278205,FALSE,5.19,2.14,1118
1455,5,7000,2,0,8,0,1,1,0,270,0,2.56494935746154,FALSE,6.3,4.07,1186
2500,3,2500,0,1,3,0,1,0,1,307,0,3.76120011569356,FALSE,4.89,0.65,1356
500,0,3000,0,0,1,0,1,0,1,545,0,3.87120101090789,FALSE,8.07,0.18,975
1378,9,1200,3,1,19,4,1,1,0,660,0,2.89037175789616,FALSE,5.76,0.45,1058
1075,6,1075,5,0,10,8,1,1,0,389,0,2.56494935746154,FALSE,3.08,0.51,991
800,3,5000,0,0,6,2,1,0,1,322,0,2.99573227355399,FALSE,4.97,0.93,1089
4741,6,3000,8,1,30,3,2,0,1,432,0,4.65396035015752,FALSE,3.7,1.85,1142
3500,8,3500,2,1,26,0,2,1,0,1295,0,3.29583686600433,FALSE,5.17,1,943
885,6,1000,8,1,8,4,2,0,1,439,0,3.61091791264422,FALSE,2.28,1.82,1133
3570,6,20000,5,0,19,7,2,0,0,748,0,4.0943445622221,FALSE,3.21,0.53,1163
1810,4,5000,1,0,6,0,2,1,0,533,0,3.46573590279973,FALSE,7.13,2.06,1187
1510,6,1500,5,0,17,0,2,1,0,283,0,3.09104245335832,FALSE,4.95,0.35,857
876,6,5500,0,1,0,0,1,0,0,828,0,3.40119738166216,FALSE,7.13,0.36,1307
510,6,10000,0,1,3,0,1,0,0,517,0,3.40119738166216,FALSE,5.61,0.39,1344
2000,9,2000,15,1,12,0,1,1,0,608,0,3.36729582998647,FALSE,3.78,0,1324
800,9,1000,4,1,2,2,1,1,0,409,0,3.89182029811063,FALSE,8.31,0.24,1355
1327,9,3300,4,1,19,4,1,1,0,440,0,3.40119738166216,FALSE,5.91,0.23,1097
1160,6,1500,1,1,6,0,1,0,1,459,0,4.0943445622221,FALSE,5.45,0.44,1304
1940,6,5000,0,1,13,0,1,1,0,742,0,3.87120101090789,FALSE,6.06,0.27,1177
830,5,6983,0,1,10,0,1,0,1,850,0,1.94591014905531,FALSE,3.53,0.24,832
510,8,5000,31,1,16,29,1,1,0,273,0,3.49650756146648,FALSE,4.03,1.83,757
750,9,5500,12,1,10,24,2,1,0,751,0,4.12713438504509,FALSE,5.86,0,1216
1225,9,10000,4,1,2,3,1,1,0,336,0,3.68887945411394,FALSE,3.57,0.6,1358
1425,9,2500,17,1,16,0,1,1,0,367,0.27,3.40119738166216,FALSE,3,1.09,1028
726,3,13000,0,0,13,0,1,1,0,390,0,3.91202300542815,FALSE,3.59,0.26,1094
1725,6,3000,0,1,14,0,2,1,0,480,0,3.68887945411394,FALSE,1.67,1.46,1277
1905,4,1250,1,0,9,10,1,1,0,441,0,4.11087386417331,FALSE,5.44,0.91,832
1340,9,10000,4,1,13,9,1,1,0,1404,0,4.0943445622221,FALSE,2.42,0.57,703
2515,9,3000,8,1,13,5,1,1,0,601,0,4.07753744390572,FALSE,4.99,0.17,1037
6290,0,5000,0,0,33,2,1,0,1,538,0,3.76120011569356,FALSE,2.42,2.6,1219
932,6,3000,0,1,15,0,7,1,0,470,0,3.68887945411394,FALSE,3.62,3.19,1096
11218,9,15000,8,1,36,5,7,0,1,498,0.2,4.0943445622221,FALSE,2.61,2.01,1133
2701,6,2500,21,0,12,0,4,0,1,574,0,3.04452243772342,FALSE,3.48,0.87,1224
1555,3,2500,3,0,15,11,1,0,1,777,0,4.60517018598809,TRUE,4.5,2.32,1090
823,6,2500,0,1,0,0,1,1,0,299,0,2.30258509299405,FALSE,3.34,1.34,1321
870,6,3000,3,0,0,0,1,1,0,170,0,3.61091791264422,FALSE,2.35,0,1336
1053,9,1450,8,1,0,9,1,1,0,642,0,3.40119738166216,FALSE,3.43,0.93,1366
2235,9,20000,6,1,20,4,14,1,0,486,0,3.63758615972639,FALSE,3.5,0.82,782
1360,3,1500,0,0,4,0,1,1,0,282,0,3.55534806148941,FALSE,3.19,0.35,1243
860,7,1500,1,1,1,1,1,1,0,490,0,3.40119738166216,FALSE,3.47,1.63,1327
2500,6,2500,0,1,22,0,4,1,0,785,0,4.62497281328427,FALSE,4.33,0.89,1057
2340,8,5000,2,1,2,0,2,1,0,246,0,3.8286413964891,FALSE,4.07,0.81,409
756,9,5000,10,1,4,3,1,1,0,473,0,4.0943445622221,FALSE,4.02,0.85,1322
4263,6,2000,9,0,18,1,3,1,0,1699,0,4.55387689160054,FALSE,3,3.77,1173
4345,9,3270,3,1,59,1,1,1,0,498,0,3.91202300542815,FALSE,1.61,0.8,1153
2510,8,10000,2,1,15,5,2,0,1,821,0,4.26267987704132,FALSE,6.33,0.24,887
7516,6,7000,0,1,181,0,1,1,0,457,0,4.21950770517611,FALSE,7.66,0,1189
840,3,3500,0,0,11,6,1,1,0,638,0,2.39789527279837,FALSE,2.66,0.94,1281
2680,9,5000,10,1,30,12,6,0,0,479,0,4.78749174278205,FALSE,2.09,0.42,1169
1530,3,1500,0,0,0,0,1,1,0,387,0,3.80666248977032,TRUE,6.2,0.26,1312
660,5,2000,8,0,10,0,2,1,0,397,0,4.78749174278205,FALSE,7.3,0.25,1211
1410,9,4000,6,1,8,0,6,1,0,430,0,3.3322045101752,FALSE,2.56,1.4,1015
2010,6,7000,0,1,11,0,1,1,0,240,0,3.71357206670431,FALSE,5,1.25,620
2515,3,2500,0,0,4,3,1,1,0,537,0,3.04452243772342,FALSE,3.54,0.19,1295
1835,5,1500,1,1,1,0,2,0,1,759,0,2.70805020110221,FALSE,2.64,0.13,1349
2880,3,5000,8,0,25,8,2,0,1,304,0,3.04452243772342,TRUE,3.95,2.3,1138
2021,3,2000,53,0,19,19,3,1,0,776,0,4.23410650459726,FALSE,5.41,1.03,813
7255,9,7000,8,1,37,14,2,1,0,171,0,3.40119738166216,FALSE,4.68,0,1144
4042,5,3500,2,0,29,1,1,0,0,508,0,3.40119738166216,FALSE,3.54,0.39,1203
520,7,10000,1,1,6,2,1,0,0,464,0,3.80666248977032,FALSE,6.03,0.22,1289
2699,9,11000,8,1,24,0,1,0,1,957,0,4.07753744390572,FALSE,5.43,0.52,1094
3020,3,12500,7,0,8,2,1,0,1,446,0,3.80666248977032,FALSE,4.71,2.69,1115
2550,9,2500,59,1,27,17,1,1,0,828,0,4.12713438504509,FALSE,7,0.72,803
1163,7,15000,5,1,10,2,4,1,0,433,0,4.0943445622221,FALSE,3,1.85,449
1255,3,3500,0,0,3,0,1,1,0,196,0,4.78749174278205,FALSE,6.63,0,1036
5798,9,5000,25,1,49,8,1,1,0,2351,0,3.55534806148941,FALSE,4,0.43,1007
2495,3,5000,0,0,9,2,4,1,0,405,0,3.71357206670431,FALSE,6.67,0,1135
7811,9,15000,8,1,48,10,4,0,0,376,0,3.40119738166216,FALSE,7.45,0.27,1139
595,9,1500,5,1,4,0,4,1,0,458,0,3.55534806148941,TRUE,3.28,0,799
1370,7,7500,1,1,6,0,2,0,1,449,0,3.40119738166216,FALSE,4.9,0.45,871
6689,6,5000,3,0,89,13,1,0,1,815,0,3.43398720448515,FALSE,3.07,0.74,1140
3288,9,3000,4,1,5,7,1,0,0,870,0,3.3322045101752,FALSE,7.47,0.34,1348
1405,9,10000,3,1,10,2,1,0,1,354,0,4.60517018598809,FALSE,5.65,0,1084
1525,9,15000,6,1,7,6,6,1,0,478,0,4.06044301054642,FALSE,3.14,0.84,1097
2950,3,10000,0,1,13,0,1,0,1,395,0,4.57471097850338,FALSE,3.04,3.8,1180
3460,9,3000,12,1,14,12,1,0,0,534,0,3.49650756146648,FALSE,7.68,0.56,1275
4990,9,11000,15,1,10,3,3,1,0,344,0,4.49980967033027,FALSE,6.4,0.29,1202
1060,7,1000,1,1,1,0,1,1,0,294,0,3.66356164612965,FALSE,7.14,2.04,357
14407,4,15000,1,1,98,12,1,0,1,462,0,2.56494935746154,FALSE,6.06,0.87,1235
1842,9,12000,25,1,31,23,9,1,0,792,0,3.71357206670431,FALSE,5.43,0.13,851
845,3,2000,5,0,8,2,1,1,0,809,0,4.66343909411207,FALSE,3.71,0.12,699
825,6,3500,0,1,12,0,1,1,0,238,0,2.89037175789616,FALSE,3.78,0,1163
1020,0,1200,0,0,11,0,1,0,1,572,0.17,3.29583686600433,FALSE,2.45,2.8,1252
1130,9,6540,11,1,11,5,9,1,0,1167,0,3.25809653802148,FALSE,4.8,1.2,1050
2265,9,3000,7,1,3,16,1,1,0,586,0,3.04452243772342,FALSE,4.95,1.37,1232
2010,6,2000,0,1,23,0,2,1,0,242,0,3.43398720448515,FALSE,3.72,0,970
3475,9,21000,24,1,36,18,7,1,0,1180,0,4.07753744390572,FALSE,3.39,0.42,1118
2477,8,3500,2,1,12,5,1,1,0,209,0,3.91202300542815,FALSE,6.7,0.48,1359
2564,4,2500,1,0,23,1,1,1,0,643,0,3.68887945411394,FALSE,3.58,2.18,897
3185,6,12500,3,1,29,2,4,0,1,973,0,2.94443897916644,FALSE,3.19,0.41,1073
1000,3,5000,0,0,6,0,4,1,0,355,0,3.63758615972639,FALSE,7.32,0,907
1112,9,1000,19,1,5,17,4,0,1,1069,0,4.60517018598809,TRUE,4.4,0.28,1338
1091,6,10000,7,0,5,0,3,0,0,289,0,4.55387689160054,FALSE,5.19,1.04,1153
550,4,2000,3,0,2,0,1,0,1,498,0,4.0943445622221,FALSE,2.21,1.81,1334
1000,7,10000,1,1,8,1,2,0,1,869,0,2.63905732961526,FALSE,6.79,1.96,1229
3170,3,3000,0,0,24,0,1,1,0,432,0,3.43398720448515,FALSE,6.02,0.23,964
1930,3,4000,0,0,19,0,1,0,0,598,0,3.25809653802148,TRUE,3.34,0.33,1015
10742,6,10000,4,0,94,2,15,0,1,626,0,4.20469261939097,TRUE,3.99,2.88,794
641,5,4278,2,0,11,1,1,1,0,455,0,3.98898404656427,FALSE,3.74,0.22,1106
2865,3,4275,0,0,23,2,1,0,1,276,0,4.04305126783455,TRUE,2.54,0.72,977
6755,9,5500,13,1,21,7,2,1,0,1112,0,3.40119738166216,FALSE,4.86,0.72,1284
2715,6,15000,0,1,4,0,1,0,0,593,0,3.95124371858143,FALSE,1.69,1.18,1286
573,3,5500,0,0,3,0,1,0,1,572,0,4.02535169073515,FALSE,3.5,0,913
605,6,18000,3,0,0,0,1,1,0,1063,0,4.0943445622221,FALSE,4.7,1.6,1278
1190,3,2000,0,0,3,0,1,0,1,423,0,3.76120011569356,FALSE,5.44,1.65,1294
4197,9,7500,25,1,25,11,6,1,0,1977,0,3.68887945411394,FALSE,4,1.82,1156
7329,9,5000,6,1,22,11,1,0,1,710,0,3.09104245335832,FALSE,5.92,0.85,1330
1300,3,1300,0,0,1,0,2,1,0,1004,0,3.73766961828337,FALSE,5.58,0.5,1245
515,3,6000,0,0,0,0,3,1,0,570,0,3.80666248977032,FALSE,3.68,0.53,1364
25271,9,1000,11,1,50,9,2,0,0,2673,0,3.36729582998647,FALSE,4.49,0.34,1284
12703,7,17500,1,1,61,6,2,0,1,513,0,3.52636052461616,TRUE,5.85,0.78,1244
3500,6,3500,0,1,12,0,1,1,0,568,0,4.04305126783455,FALSE,4.05,0.7,699
810,5,2000,0,1,6,0,1,0,1,498,0,3.63758615972639,FALSE,4.02,0.8,993
10464,9,17000,8,1,20,11,4,1,0,1396,0,4.06044301054642,FALSE,2.94,0.43,1268
3232,9,11000,11,1,28,23,10,1,0,299,0,4.24849524204936,FALSE,5.69,0.33,890
715,0,4000,0,0,2,0,1,0,1,213,0,2.30258509299405,FALSE,2.35,1.41,1289
914,6,1800,0,1,5,0,4,1,0,308,0,3.49650756146648,TRUE,1.95,0.65,951
822,1,1000,0,0,2,0,2,0,1,328,0,2.56494935746154,FALSE,3.66,0.3,1075
820,2,4000,0,0,0,0,1,1,0,224,0,4.26267987704132,FALSE,5.36,0,839
600,9,2500,3,1,0,5,1,1,0,1231,0,4.27666611901606,FALSE,6.01,0.41,404
23754,6,20000,5,0,10,3,5,0,0,774,0,3.8286413964891,FALSE,4.01,1.94,1259
2920,3,4000,0,0,3,0,1,1,0,509,0,3.76120011569356,FALSE,3.73,2.16,763
3325,6,3300,0,1,7,0,1,1,0,663,0,3.40119738166216,FALSE,3.47,1.06,1336
1000,7,1000,1,1,1,0,1,1,0,545,0,3.78418963391826,FALSE,4.22,0.55,1324
11000,7,10000,1,1,34,1,1,1,0,616,0,4.02535169073515,FALSE,6.01,1.3,871
