collected_funds,campaign_quality,goal,images,video,comments_count,updates_count,creators,business_venture,social,pitch_size,filler_words,duration,reach30in2,posemo,negemo,time
565,6,5000,1,1,0,1,1,1,0,142,0,4.0943445622221,FALSE,2.11,0,1356
515,6,12000,13,0,4,0,2,1,0,396,0,3.80666248977032,FALSE,4.55,0,1354
1450,8,7000,2,1,5,2,2,0,0,866,0,3.80666248977032,FALSE,1.39,0.81,1019
2665,9,2400,5,1,5,7,1,1,0,1724,0,3.71357206670431,FALSE,2.9,0.64,1297
1065,9,5000,10,1,4,0,6,1,0,1119,0,3.66356164612965,FALSE,4.29,0.27,1217
1010,9,1000,3,1,6,0,1,1,0,551,0,3.63758615972639,TRUE,3.27,0.18,1260
1486,6,5000,0,1,6,0,1,1,0,1218,0,3.09104245335832,FALSE,5.75,0.16,1142
625,3,3000,0,0,7,0,1,0,1,647,0,4.78749174278205,FALSE,6.18,1.39,670
687,2,3000,0,0,15,0,1,0,1,188,0,3.85014760171006,FALSE,10.11,1.06,1025
1405,9,5500,34,1,25,9,4,0,0,824,0,3.98898404656427,FALSE,6.19,0.61,1089
1080,6,3500,0,1,3,2,2,1,0,136,0,3.04452243772342,FALSE,2.94,3.68,1366
715,7,6000,1,1,2,0,3,1,0,346,0,3.09104245335832,FALSE,3.47,2.02,1042
6970,9,5500,6,1,18,15,2,0,1,431,0,3.40119738166216,FALSE,4.18,1.16,1181
6209,9,4300,8,1,63,12,3,1,0,565,0,3.2188758248682,TRUE,2.83,0,1117
2000,6,10000,51,0,4,12,3,1,0,1027,0,4.56434819146784,FALSE,4.67,0,1151
2260,9,10000,18,1,9,11,5,1,0,708,0,4.15888308335967,FALSE,5.23,0.42,1058
2565,7,10000,1,1,10,1,4,1,0,1008,0,3.46573590279973,FALSE,4.17,0.6,1306
10873,6,12000,7,0,3,13,1,1,0,58,0,3.93182563272433,FALSE,1.72,3.45,374
700,7,5000,1,1,15,0,1,1,0,278,0,3.49650756146648,FALSE,5.4,0,1014
2516,6,8000,0,1,54,4,1,1,0,332,0,4.24849524204936,FALSE,2.41,0.3,887
3220,6,5000,9,0,70,22,1,0,1,963,0,4.24849524204936,FALSE,6.54,1.35,961
2715,7,2000,1,1,25,3,1,1,0,752,0,3.09104245335832,FALSE,5.45,0.27,951
5050,6,5000,0,1,25,1,4,1,0,617,0,3.43398720448515,FALSE,4.21,1.13,1285
690,6,13000,0,1,10,3,3,0,0,1386,0,3.89182029811063,FALSE,3.25,0.87,1366
787,3,2000,0,1,6,0,2,0,1,1079,0,3.17805383034795,FALSE,1.76,0.65,1101
1041,6,9000,0,1,12,3,1,1,0,537,0,3.68887945411394,FALSE,4.28,0.19,1216
3426,7,2800,1,1,2,0,2,1,0,620,0,2.70805020110221,FALSE,5.48,0.16,1326
2000,9,2000,4,1,34,0,1,0,1,349,0,3.80666248977032,FALSE,4.3,3.15,1334
15118,9,15000,14,1,73,18,2,1,0,1573,0,3.2188758248682,FALSE,4.07,0.25,1205
3038,9,15000,30,1,26,106,5,1,0,756,0.13,4.92725368515721,FALSE,3.57,2.38,951
2650,6,5000,0,1,21,0,1,1,0,503,0,4.0943445622221,FALSE,6.76,0.2,1195
1751,9,10000,7,1,44,4,2,1,0,1117,0,4.18965474202643,FALSE,4.3,0.9,1000
5010,9,5000,3,1,18,7,3,1,0,327,0,3.52636052461616,TRUE,1.83,0.61,1039
4000,9,7000,7,1,22,3,2,1,0,316,0,3.80666248977032,FALSE,6.01,0,1142
3452,7,3000,1,1,15,3,1,1,0,345,0,3.13549421592915,FALSE,5.51,0.29,747
1265,6,3000,0,1,2,5,1,1,0,774,0,3.13549421592915,FALSE,2.33,0.39,1283
2125,6,5000,3,0,2,0,3,1,0,228,0,3.71357206670431,TRUE,3.95,3.51,1242
525,6,1000,0,1,1,0,2,1,0,108,0,3.68887945411394,FALSE,3.7,0,1315
630,6,9495,5,0,9,8,3,0,0,1510,0,3.40119738166216,FALSE,4.11,0,1197
2045,3,3000,0,0,17,0,1,1,0,345,0,2.63905732961526,FALSE,4.64,0.58,1209
6105,9,12000,5,1,53,14,12,1,0,516,0,3.29583686600433,FALSE,3.1,1.36,900
570,0,5000,0,0,1,1,1,0,0,447,0,4.0943445622221,FALSE,4.25,0.89,1338
1475,4,10000,8,0,5,0,1,0,0,764,0,4.21950770517611,FALSE,7.98,0.52,994
2275,9,1000,7,1,39,0,3,0,0,393,0,3.2188758248682,FALSE,4.83,0,1357
1345,6,10000,0,1,6,0,1,1,0,272,0,4.0943445622221,FALSE,8.09,0,1092
10215,3,5000,0,0,31,3,1,1,0,2034,0.05,2.77258872223978,TRUE,4.47,1.38,1326
720,9,2222,12,1,11,2,4,0,0,450,0,4.0943445622221,FALSE,5.11,0,1125
3240,0,3000,0,0,5,0,1,0,0,584,0,3.80666248977032,FALSE,3.6,0.17,1282
6285,6,6000,0,1,81,13,5,1,0,765,0,4.33073334028633,FALSE,7.06,0.65,949
635,6,5000,0,1,1,1,1,0,1,919,0,3.91202300542815,FALSE,4.24,0.22,1212
1380,6,8000,5,0,0,0,3,0,0,265,0,3.58351893845611,FALSE,3.77,0,1333
1784,9,1500,3,1,19,5,2,1,0,337,0,4.0943445622221,TRUE,3.26,0.3,949
7872,8,15000,2,1,14,1,1,1,0,355,0,4.0943445622221,FALSE,4.23,0.85,1270
1407,6,8000,0,1,15,0,3,0,1,718,0,3.87120101090789,FALSE,4.6,0.28,1204
2615,4,3500,1,0,17,1,1,1,0,561,0,4.11087386417331,FALSE,5.53,1.07,928
4000,3,1000,17,0,2,0,1,0,1,51,0,2.99573227355399,TRUE,11.76,1.96,1302
590,9,10000,3,1,12,0,1,1,0,675,0,3.80666248977032,FALSE,7.26,0,1068
3850,6,3500,0,1,12,0,1,1,0,904,0,4.31748811353631,FALSE,5.97,0.11,1303
1055,3,4800,0,0,6,1,1,1,0,415,0,2.77258872223978,FALSE,5.06,0.72,825
3217,6,3500,0,1,59,0,1,1,0,481,0,3.91202300542815,FALSE,6.44,0.21,763
720,6,2200,0,1,1,1,1,0,1,493,0,4.0943445622221,FALSE,5.68,1.83,567
1030,7,4500,1,1,13,4,1,0,0,1334,0,4.49980967033027,FALSE,4.72,0.52,1116
525,8,3500,6,1,13,0,1,1,0,553,0,4.07753744390572,FALSE,6.51,0,1068
596,3,1500,0,0,9,0,2,1,0,721,0,4.02535169073515,FALSE,3.61,0.42,791
1000,4,10000,0,1,2,0,3,1,0,361,0,4.78749174278205,FALSE,4.71,0.55,1153
4061,9,20000,52,1,37,17,2,1,0,1314,0,4.24849524204936,FALSE,6.16,0.23,965
975,9,20000,4,1,3,1,2,1,0,1263,0,4.0943445622221,FALSE,4.99,0.55,1325
2687,9,4956,10,1,29,34,5,1,0,1197,0,4.0943445622221,FALSE,5.6,0.58,1267
1577,3,5000,0,0,10,0,2,0,1,656,0,3.8286413964891,FALSE,3.96,1.22,708
1095,3,5000,0,0,6,0,1,1,0,10,0,4.0943445622221,FALSE,10,0,672
1355,9,3000,15,1,0,0,3,1,0,560,0,4.78749174278205,FALSE,4.82,1.07,1233
1455,3,2200,0,0,9,1,1,1,0,315,0,4.48863636973214,TRUE,3.17,0,854
2800,7,2500,1,1,34,1,1,1,0,507,0,3.40119738166216,FALSE,5.33,0.39,1244
2040,0,5000,0,0,5,0,4,1,0,1300,0.08,2.07944154167984,FALSE,3.62,0.23,752
5057,9,5000,15,1,39,20,1,1,0,1134,0,4.0943445622221,FALSE,3.97,0.79,1200
5095,3,4000,0,0,33,3,1,1,0,926,0,3.04452243772342,TRUE,1.94,4.54,880
1779,9,5000,16,1,25,23,4,1,0,598,0,3.80666248977032,TRUE,4.52,0.84,1248
532,2,4000,0,0,2,0,1,1,0,374,0,3.40119738166216,FALSE,5.88,0,1056
5805,6,5000,19,0,73,29,3,1,0,740,0,4.0943445622221,FALSE,4.59,0.54,736
921,3,2000,1,0,8,2,1,0,1,862,0.12,3.61091791264422,FALSE,1.97,0.12,1089
3985,9,5000,17,1,38,17,5,1,0,422,0,4.0943445622221,FALSE,2.37,1.42,879
566,6,1700,4,0,2,3,1,1,0,224,0,4.39444915467244,FALSE,4.91,1.34,1294
2540,0,3500,0,0,26,5,1,1,0,635,0,4.61512051684126,FALSE,5.35,1.1,1115
4200,9,2500,13,1,21,10,2,0,1,601,0,4.27666611901606,FALSE,5.99,0.5,1104
535,3,1250,0,0,3,0,1,0,1,325,0,4.26267987704132,FALSE,4.31,0.62,1297
2000,3,20000,0,0,15,2,1,0,0,674,0,3.80666248977032,FALSE,4.01,0.3,1084
1565,9,10000,6,1,2,0,3,0,1,464,0,3.85014760171006,FALSE,2.8,0.65,1350
525,3,2500,0,0,13,0,1,1,0,1027,0,3.40119738166216,FALSE,6.23,0,1128
551,2,2000,1,0,1,0,1,1,0,348,0,4.0943445622221,FALSE,5.17,0.57,1327
3320,4,2000,10,0,46,18,2,0,1,840,0,3.85014760171006,TRUE,2.26,0.6,1365
1070,7,2000,1,1,15,1,1,1,0,153,0,4.78749174278205,FALSE,5.23,1.31,687
1625,6,5500,3,0,4,1,1,0,1,603,0,2.70805020110221,FALSE,5.31,0,1315
1655,9,5000,7,1,18,0,5,1,0,512,0,3.91202300542815,FALSE,5.66,0,1089
512,9,12000,7,1,8,7,2,1,0,1300,0,4.64439089914137,FALSE,2.62,0.77,900
4675,0,3250,0,0,10,1,1,0,1,578,0,4.0943445622221,TRUE,2.77,2.42,1311
7262,9,7000,8,1,4,20,6,1,0,759,0,3.55534806148941,FALSE,5.8,0.26,1357
935,6,1600,0,1,10,0,1,1,0,298,0,3.36729582998647,FALSE,4.7,1.01,1166
6676,9,8500,7,1,4,5,4,1,0,691,0,3.93182563272433,FALSE,4.49,0.43,1309
1210,5,2500,2,0,12,0,1,1,0,268,0,3.85014760171006,TRUE,2.99,0.37,1177
930,6,2000,3,0,7,0,1,1,0,555,0,3.29583686600433,FALSE,3.78,1.08,1237
1590,6,1500,0,1,15,0,2,1,0,537,0,4.17438726989564,FALSE,2.98,0.37,607
17362,9,15000,8,1,58,15,4,0,1,812,0,4.24849524204936,FALSE,3.82,0.86,720
4090,9,4000,8,1,41,4,1,1,0,699,0,3.78418963391826,FALSE,6.01,0.29,958
7070,9,7000,3,1,18,4,3,1,0,578,0,4.06044301054642,FALSE,5.02,0.52,901
1450,3,2000,0,1,3,0,8,1,0,191,0,3.93182563272433,FALSE,7.85,0,1034
3395,7,10000,3,1,17,6,2,0,1,432,0,3.40119738166216,FALSE,3.47,2.55,1101
3536,6,5000,9,0,8,1,1,1,0,437,0,4.02535169073515,FALSE,5.72,1.6,451
2936,9,1000,6,1,17,7,2,1,0,486,0,4.78749174278205,TRUE,4.12,0.82,600
6500,7,5000,1,1,33,3,1,0,1,1276,0,3.13549421592915,FALSE,2.19,0.39,1186
4363,6,5000,0,1,22,0,4,0,1,525,0,4.17438726989564,FALSE,3.81,0.76,982
1795,7,5000,1,1,44,0,1,1,0,1278,0,4.0943445622221,FALSE,6.34,0.39,976
6925,9,6875,5,1,59,19,1,0,1,510,0,4.33073334028633,FALSE,3.53,0.59,972
1180,8,10000,8,1,11,24,1,0,0,204,0,3.43398720448515,FALSE,5.88,0,1091
1400,1,2500,1,0,7,0,2,0,1,218,0,3.98898404656427,FALSE,5.96,0,1198
2036,4,1600,1,0,4,0,1,0,1,268,0,3.66356164612965,FALSE,1.87,0.37,1359
2530,1,5000,0,0,9,0,1,0,1,111,0,2.77258872223978,FALSE,1.8,0.9,1251
10536,9,10000,18,1,20,9,5,0,1,1005,0,3.76120011569356,FALSE,2.99,0.4,571
1725,9,20000,5,1,9,19,1,1,0,1744,0,3.80666248977032,FALSE,5.85,0.75,1340
1321,6,2500,0,1,24,1,1,1,0,422,0,3.17805383034795,FALSE,4.5,2.84,993
970,3,2200,0,0,4,0,1,1,0,304,0,2.63905732961526,FALSE,4.61,0.33,1327
1860,4,3000,0,1,2,0,1,0,1,278,0,4.0943445622221,TRUE,4.32,1.8,1278
1700,3,4000,0,0,16,0,1,1,0,75,0,4.04305126783455,FALSE,8,4,641
2090,3,2000,0,0,7,4,2,1,0,249,0,4.07753744390572,TRUE,4.42,0.4,1354
5060,3,5000,0,1,8,0,1,1,0,201,0,2.83321334405622,FALSE,3.48,2.99,790
3226,3,4000,0,1,2,0,2,0,1,165,0,4.0943445622221,TRUE,3.03,0.61,1338
1617,9,8000,5,1,67,4,7,0,0,642,0,3.85014760171006,FALSE,5.3,0.78,1226
1515,9,12000,3,1,13,7,1,1,0,1120,0,4.78749174278205,FALSE,2.14,0.45,1079
2240,3,2000,0,0,8,0,3,1,0,777,0,3.36729582998647,FALSE,5.02,0.64,669
3575,6,3000,5,0,10,0,6,1,0,598,0,2.77258872223978,FALSE,6.02,0.17,1057
615,6,15000,0,1,2,2,5,0,0,628,0,3.80666248977032,FALSE,4.3,0.8,1311
560,5,3500,0,1,3,0,1,1,0,145,0,2.89037175789616,FALSE,2.76,0.69,1119
3357,6,8000,8,0,15,12,1,0,0,1795,0,4.0943445622221,FALSE,6.69,0.39,1346
1550,6,10000,1,1,24,1,2,1,0,26,0,3.17805383034795,FALSE,7.69,0,747
1090,4,1000,1,0,7,0,2,0,0,689,0,3.36729582998647,FALSE,9.58,0.15,1264
2565,5,10000,4,0,2,0,2,1,0,1171,0,4.17438726989564,FALSE,3.67,0.34,1140
1785,9,7500,3,1,21,4,2,0,1,462,0,4.54329478227,FALSE,4.76,0.22,849
2027,6,2000,5,0,19,6,2,1,0,352,0,3.29583686600433,FALSE,4.55,1.42,1111
3525,7,5000,1,1,37,0,1,1,0,542,0,3.40119738166216,FALSE,4.61,0.74,1171
720,5,10000,2,0,1,0,6,1,0,67,0,5.55295958492162,FALSE,2.99,1.49,105
1172,7,1500,1,1,12,0,3,1,0,656,0,3.40119738166216,FALSE,4.73,0.61,1182
3603,9,11000,6,1,6,12,2,1,0,966,0,4.02535169073515,FALSE,3.73,0.93,1353
1850,4,1500,6,0,19,6,1,0,1,414,0,3.36729582998647,FALSE,3.86,1.21,1218
1260,3,2000,0,0,7,0,1,1,0,234,0,2.19722457733622,FALSE,2.99,1.28,1256
925,0,2500,0,0,3,0,1,0,1,281,0,1.79175946922806,FALSE,2.49,0.36,1211
5535,6,5000,10,0,24,12,3,1,0,784,0,2.484906649788,FALSE,5.48,1.28,1126
705,6,3500,0,1,13,1,4,1,0,549,0,3.29583686600433,FALSE,7.65,0,830
1513,8,1500,6,1,9,2,1,0,1,460,0,3.40119738166216,FALSE,2.39,0,1004
1270,1,4000,1,0,7,0,1,1,0,605,0,2.89037175789616,TRUE,4.3,0.66,1105
679,9,2500,6,1,19,29,2,1,0,278,0,3.97029191355212,FALSE,2.88,2.16,1201
14814,7,14400,1,1,18,2,1,1,0,1181,0,3.80666248977032,TRUE,3.47,0.42,1353
860,6,5000,3,1,2,0,1,0,1,358,0,3.80666248977032,FALSE,1.96,0.28,1336
1245,6,6000,0,1,3,0,3,1,0,259,0,3.40119738166216,FALSE,3.86,0.77,722
1316,9,11600,36,1,49,17,7,1,0,724,0,3.98898404656427,FALSE,2.49,1.24,946
1055,5,1000,2,0,4,1,1,1,0,238,0,4.36944785246702,FALSE,5.46,0,422
5595,9,12500,21,1,14,9,4,0,1,774,0,4.26267987704132,FALSE,3.36,1.16,1169
3000,9,3000,6,1,5,7,1,1,0,514,0,3.40119738166216,FALSE,5.64,2.14,1183
1225,6,2500,0,1,3,1,1,1,0,190,0,2.70805020110221,FALSE,3.68,3.16,595
2676,9,2000,6,1,18,0,1,1,0,280,0,3.93182563272433,FALSE,3.57,0,1015
2120,4,15000,1,0,16,0,1,0,1,813,0,3.80666248977032,FALSE,2.83,1.11,1195
984,7,10000,1,1,3,5,2,1,0,905,0,3.71357206670431,FALSE,3.54,0.88,1339
1150,1,8000,1,0,5,2,1,1,0,205,0,3.95124371858143,FALSE,3.41,2.93,845
3735,9,15000,21,1,13,6,9,1,0,1029,0,4.0943445622221,FALSE,3.89,0.68,1037
1535,7,16000,1,1,7,2,1,1,0,797,0,3.95124371858143,FALSE,3.76,0.13,1041
985,7,5000,2,1,6,5,3,1,0,869,0,3.91202300542815,FALSE,4.03,1.15,873
4531,3,10000,22,0,11,4,1,0,1,123,0,4.0943445622221,TRUE,4.88,0.81,1159
3088,9,2650,3,1,31,4,1,1,0,316,0,3.76120011569356,FALSE,5.38,0.95,1167
6266,6,5500,20,0,16,16,5,1,0,561,0,3.43398720448515,FALSE,4.63,1.07,519
720,6,3420,66,0,15,21,1,1,0,1104,0,3.8286413964891,FALSE,3.17,0.36,751
3815,6,3250,0,1,8,19,5,1,0,3296,0,3.68887945411394,FALSE,3.31,0.58,946
868,2,3000,0,0,24,0,1,0,1,220,0,3.40119738166216,FALSE,5,0,832
1325,9,3000,11,1,1,1,5,1,0,389,0,3.93182563272433,FALSE,4.37,0,1064
1656,6,10000,8,0,1,3,2,1,0,43,0,5.25749537202778,FALSE,0,4.65,170
5420,9,22000,11,1,29,28,8,1,0,971,0,3.95124371858143,FALSE,2.27,0,1138
1800,3,11000,0,0,10,0,1,1,0,726,0,3.68887945411394,FALSE,5.37,1.1,1065
1446,9,10000,5,1,12,4,3,0,1,958,0,3.97029191355212,FALSE,3.97,0.21,1290
1940,6,5000,0,1,9,0,1,0,0,290,0,3.40119738166216,FALSE,4.83,1.72,1124
2650,4,9000,1,0,11,1,3,1,0,411,0,3.46573590279973,FALSE,1.95,0.24,1141
1560,7,1000,1,1,13,0,1,0,1,598,0,3.40119738166216,FALSE,3.34,0.5,1003
2351,9,3500,6,1,6,6,3,0,1,368,0,2.83321334405622,FALSE,4.08,0.54,1329
1205,6,20000,3,0,5,0,4,0,0,995,0,3.40119738166216,FALSE,4.62,0.6,1112
975,9,2000,9,1,7,5,1,1,0,326,0,3.43398720448515,FALSE,5.21,1.23,1054
15840,9,15000,9,1,24,12,5,1,0,1292,0,3.68887945411394,TRUE,4.57,1.32,1340
1070,9,4000,6,1,10,9,2,0,1,718,0,4.0943445622221,FALSE,4.18,0.97,1095
642,3,4000,0,0,2,0,5,1,0,449,0,3.3322045101752,FALSE,3.79,0.45,1082
29547,9,9200,3,1,210,6,1,0,1,566,0,3.40119738166216,TRUE,4.77,1.94,1302
1740,6,20000,7,0,14,4,1,0,1,818,0,3.68887945411394,FALSE,1.83,2.08,1047
1165,6,1000,0,1,1,0,1,1,0,346,0,3.40119738166216,FALSE,4.34,1.16,1343
825,3,2000,0,0,0,0,2,1,0,331,0,3.55534806148941,FALSE,3.02,0,1271
8000,3,8000,0,0,15,0,1,1,0,341,0,4.58496747867057,FALSE,4.4,0.88,607
1840,3,4000,0,1,44,0,1,1,0,564,0,4.11087386417331,FALSE,4.79,0.35,701
1085,6,5000,20,0,23,8,1,0,1,470,0,4.78749174278205,FALSE,4.89,0.21,1167
610,3,5000,0,1,1,0,2,0,1,180,0,4.07753744390572,FALSE,6.67,0.56,721
885,6,20000,0,1,4,0,2,0,0,841,0,2.89037175789616,FALSE,5.83,0.59,1246
5097,6,5000,0,1,7,2,3,1,0,737,0,3.40119738166216,FALSE,4.48,0.81,1359
3197,9,4700,5,1,25,3,7,1,0,899,0,3.85014760171006,FALSE,4.34,0.56,973
2255,2,2000,0,0,1,0,1,1,0,378,0,3.55534806148941,FALSE,3.44,0.79,1331
853,9,5000,4,1,8,5,1,0,1,1027,0,3.80666248977032,FALSE,3.8,1.66,1224
1560,9,5000,4,1,8,1,1,0,1,696,0,3.55534806148941,FALSE,2.3,1.87,1151
805,9,5000,3,1,5,0,1,0,0,640,0,2.63905732961526,FALSE,5.94,0.62,1000
1242,6,10000,0,1,0,0,1,0,1,485,0,3.04452243772342,FALSE,3.3,0.62,1330
3690,3,3500,15,0,38,6,1,0,1,432,0,4.0943445622221,FALSE,5.09,0,1117
841,3,1000,1,0,3,1,1,1,0,154,0,3.66356164612965,FALSE,7.14,0,1254
5120,9,5000,7,1,33,9,1,1,0,428,0,3.55534806148941,FALSE,5.61,0.7,1083
6805,8,6000,2,1,3,0,4,1,0,443,0,3.2188758248682,FALSE,3.61,0,1361
1233,8,7500,2,1,11,4,4,1,0,513,0,5.12396397940326,FALSE,5.26,1.95,603
1437,3,10000,0,0,5,0,2,1,0,1055,0,3.91202300542815,FALSE,4.27,0.85,1210
1867,6,5000,0,1,4,0,1,0,1,295,0,3.66356164612965,FALSE,5.08,0,1152
12290,9,12000,9,1,63,5,2,1,0,1422,0,3.98898404656427,FALSE,2.32,1.05,1011
560,8,8000,2,1,3,0,1,1,0,524,0,3.80666248977032,FALSE,2.86,1.53,1273
1291,9,10000,4,1,4,3,1,1,0,832,0,3.80666248977032,FALSE,3.25,1.2,1267
800,7,10000,1,1,3,8,1,1,0,402,0,3.89182029811063,FALSE,3.73,0.75,735
1410,6,8000,0,1,4,2,1,1,0,282,0,3.80666248977032,FALSE,2.13,1.77,1319
737,4,1205,6,0,1,0,1,1,0,302,0,4.70048036579242,FALSE,2.65,1.66,803
5250,6,5000,0,1,7,0,6,1,0,722,0,3.97029191355212,FALSE,4.71,0.28,1194
5935,9,8000,7,1,9,0,5,0,1,667,0,3.55534806148941,FALSE,4.65,0.9,1100
7062,4,7000,1,0,40,2,3,0,1,549,0,4.11087386417331,TRUE,3.64,4.01,825
4550,6,4000,0,1,58,0,2,1,0,778,0,3.40119738166216,TRUE,3.86,0.13,1029
1211,7,1000,1,1,5,6,3,1,0,668,0,3.97029191355212,FALSE,5.24,0.75,1327
15000,6,15000,0,1,92,0,1,0,0,476,0,4.0943445622221,FALSE,6.09,0.21,805
970,8,6300,2,1,10,4,2,1,0,235,0,3.76120011569356,FALSE,3.83,0,959
2750,9,2000,11,1,11,10,1,0,0,287,0,3.71357206670431,TRUE,7.67,0.35,1311
660,1,3500,0,0,2,0,1,0,1,342,0,3.09104245335832,FALSE,3.51,0.58,1242
2570,9,5000,7,1,28,8,2,1,0,410,0,4.51085950651685,FALSE,5.85,0.49,896
2070,3,2500,3,0,39,4,1,0,1,600,0,3.8286413964891,FALSE,4.17,0.67,1170
1400,6,2150,7,0,4,0,1,1,0,513,0,3.40119738166216,FALSE,6.43,1.56,1100
2580,6,5000,0,1,16,1,4,0,1,438,0,4.00733318523247,FALSE,3.65,2.74,926
505,6,3200,4,0,6,4,1,0,0,1248,0,4.51085950651685,FALSE,5.13,0.56,910
2119,3,1000,0,1,4,0,1,0,1,432,0,4.0943445622221,TRUE,2.08,0.46,1334
635,8,2000,2,1,5,2,2,1,0,1112,0,3.40119738166216,FALSE,6.65,0.9,1349
7451,9,24500,5,1,4,3,1,0,0,647,0,4.11087386417331,FALSE,4.48,0,1335
1345,6,1100,17,0,34,21,2,1,0,475,0,3.04452243772342,TRUE,3.58,0.21,962
3175,9,3100,28,1,44,16,1,1,0,1582,0,3.40119738166216,FALSE,2.65,1.39,915
695,9,4000,3,1,6,1,1,0,0,764,0,4.0943445622221,FALSE,1.83,0.79,1328
3757,5,3000,2,0,13,3,1,1,0,270,0,4.02535169073515,FALSE,2.96,0.37,1253
6216,6,5800,7,0,86,19,4,0,1,881,0,3.43398720448515,FALSE,5.33,0.45,1095
5300,5,5000,2,0,12,15,1,1,0,497,0,3.43398720448515,FALSE,5.23,2.82,1313
6730,6,5000,9,0,4,9,3,1,0,751,0,3.17805383034795,FALSE,4.66,0.13,1328
4000,9,4000,3,1,6,0,1,0,1,698,0,3.36729582998647,FALSE,4.15,0.43,1280
900,9,1000,4,1,2,1,1,1,0,687,0,4.0943445622221,FALSE,3.49,0.29,1031
4941,8,4500,2,1,8,0,2,0,0,1470,0,3.13549421592915,TRUE,2.72,0.34,1279
1560,3,12500,0,0,7,3,1,0,0,768,0,3.46573590279973,FALSE,7.29,0.78,1362
1430,8,5400,2,1,4,0,1,0,1,1526,0,3.91202300542815,FALSE,5.05,0.26,1352
715,6,1000,0,1,0,1,1,0,1,438,0,3.40119738166216,FALSE,4.11,0.46,1168
3145,6,7500,0,1,4,0,3,1,0,202,0,4.27666611901606,FALSE,4.46,0.5,965
2125,3,2000,0,0,3,1,2,1,0,457,0,2.70805020110221,FALSE,1.97,0.44,1173
3795,0,10000,0,0,15,0,1,0,1,290,0,4.02535169073515,FALSE,2.07,1.72,1129
5500,9,5500,46,1,24,33,2,1,0,1215,0,3.91202300542815,FALSE,3.37,0.82,1201
1150,5,5000,7,0,6,8,1,0,1,395,0,5.42934562895444,FALSE,4.81,0,717
1240,9,16000,25,1,22,12,1,1,0,522,0,2.89037175789616,FALSE,5.56,0.96,1188
1000,0,3000,0,0,0,0,1,0,0,305,0,4.0943445622221,TRUE,5.57,0,956
636,3,2000,0,0,9,0,4,1,0,431,0,2.70805020110221,FALSE,7.66,1.62,989
575,8,3500,3,1,1,0,1,1,0,278,0,4.49980967033027,FALSE,5.76,1.44,1265
635,9,5800,20,1,9,4,1,1,0,807,0,3.85014760171006,FALSE,5.33,0.25,1336
3441,9,3000,14,1,72,18,1,1,0,709,0,3.93182563272433,FALSE,2.96,0.42,1133
857,1,5000,0,0,6,0,1,0,0,481,0,3.71357206670431,FALSE,2.91,0.21,1048
2220,0,10000,0,0,0,0,1,0,1,151,0,2.99573227355399,FALSE,2.65,0.66,1113
705,4,1600,1,0,0,0,1,0,1,585,0,3.52636052461616,FALSE,2.91,0.17,1321
3025,8,3000,2,1,18,17,1,1,0,1332,0,3.80666248977032,FALSE,3.75,0.68,1006
4000,7,3500,1,1,17,0,5,1,0,439,0,4.74493212836325,FALSE,3.64,0.68,968
1915,6,12000,0,1,1,9,1,1,0,95,0,4.62497281328427,FALSE,6.32,0,385
3760,6,3500,0,1,18,1,1,1,0,587,0,4.11087386417331,FALSE,3.41,0.34,712
1500,5,1500,0,1,8,0,1,1,0,179,0,3.40119738166216,FALSE,5.59,5.59,1331
825,6,10000,5,0,18,21,2,1,0,1314,0,4.78749174278205,FALSE,4.41,0.76,739
2625,6,2500,0,1,16,3,7,1,0,778,0,3.49650756146648,FALSE,3.21,1.29,1032
520,3,2000,0,0,7,1,3,1,0,666,0,3.68887945411394,FALSE,3.15,1.05,659
13288,3,2000,0,0,98,1,1,1,0,292,0,3.36729582998647,TRUE,7.53,0.34,1079
6658,8,20000,2,1,54,10,3,1,0,1035,0,3.71357206670431,FALSE,3,1.16,1145
850,7,1500,3,1,1,0,3,0,1,453,0,4.98360662170834,FALSE,4.86,0.22,614
3320,9,10000,7,1,19,0,2,1,0,315,0,3.40119738166216,FALSE,3.81,0.95,1049
3808,6,5000,0,1,35,0,1,0,1,656,0,3.49650756146648,TRUE,3.51,0.61,675
745,5,3600,0,1,2,0,1,1,0,535,0,4.0943445622221,FALSE,4.11,0.37,740
705,4,5000,0,1,8,0,1,0,0,404,0,3.68887945411394,FALSE,7.18,0.5,917
3713,5,11000,12,0,21,2,1,0,1,417,0,4.00733318523247,FALSE,2.16,1.2,1105
3530,3,3500,0,0,2,0,2,1,0,476,0,3.13549421592915,TRUE,6.51,0.21,1320
6110,6,5500,15,0,49,20,2,1,0,937,0,3.40119738166216,FALSE,4.48,0.43,1079
1466,7,4000,1,1,16,1,1,1,0,334,0,4.0943445622221,FALSE,9.28,0.3,1151
3935,6,9500,3,0,19,13,1,0,0,298,0,3.8286413964891,FALSE,5.37,0,1313
580,6,13300,1,1,1,2,1,1,0,2424,0.04,3.55534806148941,FALSE,3.34,0.66,1208
4275,9,4200,8,1,23,7,1,1,0,494,0,3.55534806148941,FALSE,5.06,1.42,604
6235,6,5000,14,0,29,10,2,0,1,667,0,4.0943445622221,TRUE,7.05,1.2,1163
500,9,7500,26,1,6,1,2,1,0,1047,0,3.89182029811063,FALSE,2.1,1.34,1169
1946,7,5953,1,1,3,0,1,1,0,951,0,3.17805383034795,FALSE,3.26,0.32,1321
